customer_id,payer_name,first_name,last_name,gender,cpf,idade,cep,cidade,estado,endereco,graduado,trabalho,idioma,pessoa_fisica_juridica,email,payer_email,saldo,score_credito,produtos,device_brand,device_model,cor,device_date,os,material,barcode,total,data_pagamento,descrisão_pagamento,marca_carro,moeda,departamento,estoque,credit_card,estoque_industrial,frequencia,pagador,risco_emprestimo,marcas_consumidas,frequencia_transacoes,ativo,beneficiario_governo,estado_saude,bancos_cadastro,status_pagamento,valor_pagamento,tipo_transacao,status_conta,paises_visitados
535,Ulrich Buckwell,Ulrich,Buckwell,Male,709-08-5209,29,337 01,Rokycany,,9699 Tony Road,true,Developer III,Hungarian,pessoa jurídica,ubuckwelleu@wix.com,ubuckwelleu@ehow.com,3838.07,336,produto2,Huawei,Huawei Y6,Pink,2015,"Android 5.1, EMUI 3.1",Wood,957780368-7,4198.17,10/5/2020,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,Plymouth,Koruna,Electronics,Celanese Corporation,3529256949094555,Major Chemicals,Seldom,não,baixo,marca3,28,true,false,grave,bradesco,recusado,1125.91,financiamentos,desativada,14
536,Parke Goodfellow,Parke,Goodfellow,Male,674-54-3671,19,3811,Santa Marcela,,04 Caliangt Center,true,Executive Secretary,Korean,pessoa jurídica,pgoodfellowev@spiegel.de,pgoodfellowev@tripadvisor.com,-1641.94,357,produto1,Micromax,Micromax Canvas Turbo Mini,Violet,2014,Android 4.2.2,Rubber,931806065-3,3601.65,5/18/2020,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Audi,Peso,Sports,Silver Run Acquisition Corporation II,5602251262285513,Business Services,Daily,não,médio,marca1,84,true,false,grave,santander,recusado,7291.6,empréstimos,desativada,62
537,Barbara Tedorenko,Barbara,Tedorenko,Female,760-24-0698,65,45000,Roi Et,,54373 Fisk Circle,true,Professor,Indonesian,pessoa física,btedorenkoew@joomla.org,btedorenkoew@twitter.com,-1012.19,726,produto2,LG,LG C900 Optimus 7Q ,Red,2010,Microsoft Windows Phone 7,Glass,047894688-0,5704.41,12/26/2021,nulla quisque arcu libero rutrum ac lobortis vel dapibus at,Dodge,Baht,Music,Perion Network Ltd,67595502441272445,EDP Services,Once,sim,baixo,marca3,59,false,true,regular,bb,recusado,1841.24,financiamentos,desativada,12
538,Clary Dodge,Clary,Dodge,Female,213-44-1707,64,,Próti,,8709 Cottonwood Plaza,false,Web Designer III,Guaraní,pessoa jurídica,cdodgeex@archive.org,cdodgeex@tinypic.com,4508.09,492,produto1,Yezz,Yezz ZC20,Pink,2015,Feature phone,Wood,101725217-3,8410.29,4/29/2020,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Dodge,Euro,Music,Arbutus Biopharma Corporation,3537162523240673,Major Pharmaceuticals,Monthly,sim,baixo,marca1,55,true,false,ruim,caixa,pendente,896.27,investimentos,desativada,23
539,Amble Celli,Amble,Celli,Male,647-15-4628,38,9740,Gore,,0 Old Shore Street,false,Payment Adjustment Coordinator,Swahili,pessoa física,acelliey@latimes.com,acelliey@tuttocitta.it,-4064.05,665,produto2,Energizer,Energizer Power Max P550S,Purple,2017,Android 7.0,Plastic,139815220-X,1682.08,8/25/2022,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Audi,Dollar,Toys,"MyoKardia, Inc.",5381098501775920,Major Pharmaceuticals,Never,sim,alto,marca1,96,true,false,regular,bb,aceito,1945.27,consórcios,ativa,48
540,Carlotta Maghull,Carlotta,Maghull,Agender,741-85-1016,26,,Kezilei,,2990 Nelson Pass,false,Data Coordinator,Bengali,pessoa física,cmaghullez@economist.com,cmaghullez@icq.com,3535.1,363,produto1,verykool,verykool SL6010 Cyprus LTE,Goldenrod,2016,Android 5.1,Steel,286425641-X,4480.72,12/17/2021,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,Nissan,Yuan Renminbi,Baby,Brightcove Inc.,5245446806035332,EDP Services,Once,não,baixo,marca2,100,false,true,regular,bb,aceito,1590.13,consórcios,ativa,16
541,Faina Delbergue,Faina,Delbergue,Female,123-90-4205,50,,Kirove,,5264 Starling Way,false,Environmental Tech,Bengali,pessoa jurídica,fdelberguef0@chicagotribune.com,fdelberguef0@google.co.jp,-1762.08,727,produto2,Motorola,Motorola Accompli 008,Blue,2002,Feature phone,Vinyl,266249683-5,6516.47,6/13/2021,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Suzuki,Hryvnia,Outdoors,Axis Capital Holdings Limited,3558722324334555,n/a,Never,não,alto,marca3,53,true,true,bom,itaú,pendente,4607.71,financiamentos,ativa,64
542,Johan Dmtrovic,Johan,Dmtrovic,Male,764-93-5393,25,,Muruni,,37 Delladonna Park,false,Software Test Engineer IV,Kurdish,pessoa jurídica,jdmtrovicf1@newsvine.com,jdmtrovicf1@thetimes.co.uk,-7943.61,652,produto1,Spice,Spice Mi-496 Spice Coolpad 2,Maroon,2013,Android 4.1,Brass,398860355-4,9589.48,2/7/2022,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,Dodge,Rupiah,Clothing,"Casella Waste Systems, Inc.",5102742882012399,Environmental Services,Monthly,sim,alto,marca3,25,false,true,bom,bradesco,aceito,1518.77,empréstimos,desativada,42
543,Melissa Greatbanks,Melissa,Greatbanks,Female,320-55-5611,20,9283,Sātkhira,,5962 Sloan Plaza,true,Registered Nurse,Māori,pessoa física,mgreatbanksf2@tiny.cc,mgreatbanksf2@blinklist.com,-6843.32,663,produto1,ZTE,ZTE nubia Z18,Puce,2018,"Android 8.1, nubia UI 6",Vinyl,293975220-6,5165.41,5/5/2020,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,Mercedes-Benz,Taka,Movies,"QEP Resources, Inc.",5048374857212932,Oil & Gas Production,Weekly,sim,médio,marca3,69,false,false,grave,bnb,recusado,4310.44,consórcios,desativada,97
544,Blanch Philpault,Blanch,Philpault,Female,139-40-3787,62,8506,Bunawan,,054 Annamark Avenue,true,Nurse Practicioner,Telugu,pessoa física,bphilpaultf3@squidoo.com,bphilpaultf3@sitemeter.com,6158.01,304,produto2,Nokia,Nokia Asha 503,Violet,2013,Nokia Asha software platform 1.2,Steel,555192912-4,6066.93,10/2/2021,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,GMC,Peso,Clothing,Ovid Therapeutics Inc.,370589440546533,Major Pharmaceuticals,Never,não,médio,marca2,86,false,false,regular,bnb,pendente,8991.77,empréstimos,desativada,21
545,Giorgi Frascone,Giorgi,Frascone,Male,812-75-3712,34,186670,Chupa,,21318 Holy Cross Hill,true,VP Sales,Lithuanian,pessoa jurídica,gfrasconef4@guardian.co.uk,gfrasconef4@feedburner.com,4803.1,313,produto2,Huawei,Huawei Ascend Y220,Red,2014,Android 2.3,Wood,751164417-1,7631.13,12/7/2020,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,Hyundai,Ruble,Kids,Nuveen California AMT-Free Quality Municipal Income Fund,3561941175294115,n/a,Daily,sim,baixo,marca1,97,false,false,bom,bb,recusado,1669.27,empréstimos,ativa,13
546,Micheal Nuccii,Micheal,Nuccii,Male,219-83-9951,18,,Nadi,,52442 Alpine Lane,false,Paralegal,Swedish,pessoa física,mnucciif5@hostgator.com,mnucciif5@yandex.ru,-6520.7,682,produto2,Oppo,Oppo R811 Real,Aquamarine,2012,Android 4.0.4,Rubber,810857935-X,6779.31,9/23/2020,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Suzuki,Dollar,Games,Intra-Cellular Therapies Inc.,4903777937810869466,Major Pharmaceuticals,Often,não,baixo,marca3,37,true,true,grave,itaú,recusado,5991.41,financiamentos,ativa,83
547,Jesus Binns,Jesus,Binns,Male,721-46-2782,45,436-0079,Kakegawa,,25614 Graedel Alley,true,Staff Accountant IV,Haitian Creole,pessoa física,jbinnsf6@archive.org,jbinnsf6@disqus.com,8882.18,337,produto2,Samsung,Samsung B110,Maroon,2008,Feature phone,Brass,857528184-4,4195.22,9/8/2020,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Mazda,Yen,Shoes,"Goldman Sachs Group, Inc. (The)",5602250945348854,Investment Bankers/Brokers/Service,Weekly,sim,médio,marca3,79,true,true,bom,santander,aceito,7467.58,empréstimos,desativada,36
548,Joseito Tremberth,Joseito,Tremberth,Male,746-15-4639,26,,Batawa,,40 Morrow Plaza,false,Assistant Professor,Lithuanian,pessoa física,jtremberthf7@patch.com,jtremberthf7@altervista.org,72.39,589,produto1,HTC,HTC Desire 728 dual sim,Teal,2015,"Android 5.1.1, Sense UI",Aluminum,370806492-5,5171.98,10/7/2022,condimentum neque sapien placerat ante nulla justo aliquam quis turpis,Lexus,Rupiah,Computers,Center Coast MLP & Infrastructure Fund,6761803618799269,n/a,Seldom,sim,alto,marca3,22,false,true,bom,bnb,pendente,8198.33,consórcios,desativada,88
549,Carola Warrick,Carola,Warrick,Agender,547-11-0483,22,,Umm Şalāl ‘Alī,,9 Roxbury Place,true,Help Desk Operator,Kashmiri,pessoa jurídica,cwarrickf8@vinaora.com,cwarrickf8@wikimedia.org,5979.65,515,produto2,Nokia,Nokia 101,Turquoise,2011,Feature phone,Glass,905177834-1,450.49,12/7/2021,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,Mitsubishi,Rial,Grocery,"Liquidity Services, Inc.",3585133659553941,Business Services,Daily,não,baixo,marca2,58,true,true,grave,bradesco,aceito,1925.42,consórcios,ativa,48
550,Yehudit Leese,Yehudit,Leese,Male,226-12-1780,44,11806,Ensanche Luperón,,24 Bluejay Drive,false,Occupational Therapist,Assamese,pessoa física,yleesef9@jalbum.net,yleesef9@microsoft.com,-1437.39,771,produto3,Huawei,Huawei Mate 20 lite,Blue,2018,"Android 8.1, up to Android 10, EMUI 10.0",Steel,975301728-6,9377.7,1/12/2021,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,Maserati,Peso,Garden,Petroquest Energy Inc,6759749778068074,Oil & Gas Production,Once,não,baixo,marca3,36,false,false,regular,caixa,aceito,3282.08,investimentos,desativada,25
551,Korella Claricoates,Korella,Claricoates,Female,224-57-9701,48,6271,Del Campillo,,236 Donald Place,true,Administrative Officer,Indonesian,pessoa física,kclaricoatesfa@cargocollective.com,kclaricoatesfa@hao123.com,5756.58,475,produto3,Nokia,Nokia 1200,Violet,2007,Feature phone,Steel,530591212-1,2321.03,2/3/2022,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Saab,Peso,Sports,Verizon Communications Inc.,3529479640366722,Telecommunications Equipment,Daily,sim,baixo,marca2,83,true,true,bom,bb,aceito,679.98,financiamentos,ativa,14
552,Cordy Liddy,Cordy,Liddy,Female,645-85-0501,62,5016,Camingawan,,17 Warner Junction,true,Operator,Norwegian,pessoa física,cliddyfb@go.com,cliddyfb@nifty.com,-6600.76,820,produto1,HTC,HTC Desire 310 dual sim,Aquamarine,2014,"Android 4.2.2, Sense UI 5.1",Plexiglass,013011167-8,6178.99,3/24/2021,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,Mercedes-Benz,Peso,Games,Autohome Inc.,3554051825120519,EDP Services,Yearly,não,baixo,marca2,89,false,true,bom,bb,aceito,3149.2,empréstimos,ativa,69
553,Mead Redhole,Mead,Redhole,Male,740-70-4565,18,42-283,Boronów,,539 West Drive,false,Marketing Manager,Italian,pessoa física,mredholefc@pinterest.com,mredholefc@elegantthemes.com,6158.48,454,produto3,Maxwest,Maxwest MX-110,Violet,2014,Feature phone,Rubber,369803723-8,5181.11,11/23/2022,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,Hyundai,Zloty,Sports,"American Software, Inc.",3542532981653976,Computer Software: Prepackaged Software,Yearly,sim,alto,marca3,61,true,true,regular,itaú,pendente,1328.66,consórcios,ativa,62
554,Say Forster,Say,Forster,Male,899-29-1010,38,,Honggang,,652 Vahlen Avenue,false,Analog Circuit Design manager,Japanese,pessoa jurídica,sforsterfd@hugedomains.com,sforsterfd@reuters.com,3442.72,320,produto2,ZTE,ZTE nubia Z9 Max,Mauv,2015,"Android 5.0.2, nubia UI 2.8",Vinyl,927442732-8,1671.89,11/27/2022,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,Chevrolet,Yuan Renminbi,Automotive,National General Holdings Corp,3531639215034882,Property-Casualty Insurers,Often,não,alto,marca1,0,true,true,grave,bradesco,aceito,5551.92,investimentos,desativada,8
555,Kev Dwelling,Kev,Dwelling,Male,387-60-2974,42,2902,Nagbacalan,,91844 Esch Hill,true,Programmer Analyst II,Gujarati,pessoa física,kdwellingfe@oracle.com,kdwellingfe@cyberchimps.com,-1684.3,488,produto1,Posh,Posh Primo Plus C353,Khaki,2015,Android 4.4.2,Stone,672623927-0,2096.68,1/27/2020,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,Buick,Peso,Games,"Allison Transmission Holdings, Inc.",5602215922373215171,Auto Parts:O.E.M.,Yearly,não,baixo,marca1,73,false,false,grave,inter,pendente,1974.87,consórcios,ativa,22
556,Tatiana Pollitt,Tatiana,Pollitt,Agender,829-13-5694,25,45000,Roi Et,,65787 Sycamore Circle,true,Sales Associate,Azeri,pessoa física,tpollittff@icq.com,tpollittff@shareasale.com,8679.32,313,produto1,Innostream,Innostream INNO 120,Blue,2003,Feature phone,Glass,758842160-6,7263.41,9/13/2021,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,Hummer,Baht,Clothing,Uniti Group Inc.,337941509638556,Real Estate Investment Trusts,Seldom,não,baixo,marca2,37,true,false,ruim,bradesco,aceito,9648.58,empréstimos,desativada,84
557,Wallie Labro,Wallie,Labro,Female,692-04-8998,85,50601,Faqīrwāli,,08410 Schiller Way,true,Environmental Tech,Irish Gaelic,pessoa física,wlabrofg@fastcompany.com,wlabrofg@sphinn.com,-7219.39,552,produto3,Huawei,Huawei G6310,Puce,2012,Feature phone,Glass,891372797-8,7920.27,5/9/2021,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,Pontiac,Rupee,Computers,Magal Security Systems Ltd.,5610146197530662,Telecommunications Equipment,Weekly,não,alto,marca3,77,false,true,regular,inter,pendente,2825.95,empréstimos,ativa,69
558,Cristal Tutchell,Cristal,Tutchell,Female,709-58-9973,42,6012,Medellin,,10 Oriole Terrace,false,Executive Secretary,Nepali,pessoa física,ctutchellfh@craigslist.org,ctutchellfh@ucoz.ru,-7977.1,355,produto3,BLU,BLU Cubo,Red,2010,Feature phone,Vinyl,502346404-0,2511.41,11/10/2021,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Mercury,Peso,Grocery,iPath US Treasury 2-year Bear ETN,3548111481920245,Commercial Banks,Seldom,sim,alto,marca2,84,false,true,grave,bnb,recusado,4289.37,empréstimos,desativada,50
559,Cymbre Scriviner,Cymbre,Scriviner,Female,416-57-9107,69,21-110,Ostrów Lubelski,,7232 Butternut Street,false,Computer Systems Analyst III,Tok Pisin,pessoa jurídica,cscrivinerfi@senate.gov,cscrivinerfi@si.edu,-3511.91,795,produto3,Lava,Lava Iris Pro 20,Green,2014,Android 4.2.1,Vinyl,301590304-7,9676.55,10/3/2021,nunc proin at turpis a pede posuere nonummy integer non,Toyota,Zloty,Games,"American Financial Group, Inc.",343054847411645,Property-Casualty Insurers,Once,não,baixo,marca3,23,false,true,regular,bradesco,pendente,520.99,consórcios,ativa,63
560,Dunc Walczak,Dunc,Walczak,Male,182-77-1368,53,141662,Troparëvo,,1 Mendota Pass,true,Junior Executive,Yiddish,pessoa física,dwalczakfj@wikia.com,dwalczakfj@hostgator.com,3884.85,720,produto2,Meizu,Meizu M5s,Yellow,2017,"Android 6.0, Flyme 5.2",Aluminum,166900047-8,8725.26,2/2/2021,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Toyota,Ruble,Music,CIT Group Inc (DEL),6304215945364506649,Finance: Consumer Services,Yearly,não,médio,marca2,44,true,false,grave,bb,pendente,8595.29,consórcios,ativa,54
561,Isador Blazejewski,Isador,Blazejewski,Genderfluid,695-32-8337,25,87900,Kajaani,,10 Buena Vista Court,true,Help Desk Operator,Finnish,pessoa jurídica,iblazejewskifk@usnews.com,iblazejewskifk@virginia.edu,3832.29,850,produto1,Sony,Sony Ericsson W300,Pink,2006,Feature phone,Vinyl,716814546-0,1465.72,1/14/2020,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,Ford,Euro,Clothing,"KBR, Inc.",201882074386101,Military/Government/Technical,Never,sim,baixo,marca2,65,false,true,bom,bb,recusado,9178.76,investimentos,desativada,54
562,Almeria Dell,Almeria,Dell,Female,381-49-0338,36,4765-122,Novais,Braga,8 Bartillon Court,true,Account Representative I,Filipino,pessoa física,adellfl@nbcnews.com,adellfl@mapy.cz,9418.55,402,produto1,BlackBerry,BlackBerry Z3,Indigo,2014,"BlackBerry OS 10.2.1, up to 10.3.1",Plastic,121749101-5,6939.49,8/30/2022,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,Mitsubishi,Euro,Outdoors,New Media Investment Group Inc.,6767674432004648,Newspapers/Magazines,Seldom,não,alto,marca3,87,true,false,ruim,bnb,pendente,3934.86,financiamentos,desativada,89
563,Corry Sowten,Corry,Sowten,Female,812-24-9165,62,,Ceelbuur,,06 Surrey Pass,false,Marketing Manager,Catalan,pessoa jurídica,csowtenfm@simplemachines.org,csowtenfm@answers.com,-2341.47,780,produto3,BLU,BLU Grand M,Indigo,2017,Android 6.0,Stone,818371524-9,8747.96,9/12/2022,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,Isuzu,Shilling,Kids,"Owens-Illinois, Inc.",5100173284779751,Containers/Packaging,Daily,sim,alto,marca3,17,true,true,regular,santander,recusado,4072.96,investimentos,ativa,11
564,Carlynn Pettingill,Carlynn,Pettingill,Female,146-07-3848,38,18700-000,Avaré,,90096 Kipling Road,true,Senior Sales Associate,Swedish,pessoa física,cpettingillfn@umn.edu,cpettingillfn@tripadvisor.com,-6827.65,326,produto1,Sendo,Sendo M570,Turquoise,2004,Feature phone,Aluminum,684235939-2,9234.08,8/24/2022,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,Chevrolet,Real,Baby,MagneGas Corporation,5241335371952852,Industrial Machinery/Components,Yearly,sim,baixo,marca3,19,false,true,regular,bradesco,recusado,7782.48,empréstimos,ativa,41
565,Evania Parkin,Evania,Parkin,Female,336-32-2393,33,88700-000,Tubarão,,106 Jenna Terrace,false,Administrative Officer,Papiamento,pessoa física,eparkinfo@soundcloud.com,eparkinfo@weibo.com,1298.22,788,produto1,LG,LG A160,Orange,2011,Feature phone,Plexiglass,875467553-7,3628.6,7/10/2022,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,Ford,Real,Tools,"Valmont Industries, Inc.",5010121466954998,Metal Fabrications,Monthly,sim,alto,marca1,16,true,false,grave,bb,pendente,2413.35,financiamentos,desativada,23
566,Georgia Huffadine,Georgia,Huffadine,Female,210-52-3808,29,95-081,Dłutów,,72 1st Court,true,Tax Accountant,Lao,pessoa jurídica,ghuffadinefp@rambler.ru,ghuffadinefp@163.com,4099.49,850,produto1,Nokia,Nokia 6234,Mauv,2005,Feature phone,Plastic,772627934-6,4586.83,8/8/2022,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,Bentley,Zloty,Books,Morgan Stanley,4917675374740424,n/a,Never,sim,médio,marca2,96,false,true,grave,santander,aceito,1084.43,empréstimos,desativada,14
567,Ulrich Millis,Ulrich,Millis,Male,626-37-9623,21,,Kolwezi,,0 Crownhardt Circle,false,Senior Sales Associate,Quechua,pessoa jurídica,umillisfq@hp.com,umillisfq@pagesperso-orange.fr,562.49,749,produto3,alcatel,alcatel OT-385,Yellow,2011,Feature phone,Glass,128746345-2,2070.44,10/31/2021,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Porsche,Franc,Kids,Harvest Capital Credit Corporation,36646193774336,n/a,Monthly,não,alto,marca3,88,false,false,ruim,bnb,aceito,9295.47,investimentos,ativa,37
568,Alis Suarez,Alis,Suarez,Female,479-75-8247,73,,Pengbu,,4106 Shasta Terrace,true,Clinical Specialist,Dzongkha,pessoa jurídica,asuarezfr@yale.edu,asuarezfr@dyndns.org,3005.94,375,produto3,Sharp,Sharp Aquos S2,Puce,2017,Android 7.1.1,Aluminum,660012832-1,672.6,6/20/2021,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,Ford,Yuan Renminbi,Games,Saratoga Investment Corp,30557722706358,n/a,Daily,sim,médio,marca3,95,true,false,ruim,caixa,recusado,2463.48,financiamentos,desativada,10
569,Kenn Toynbee,Kenn,Toynbee,Male,160-39-4658,54,188478,Vistino,,7 Hayes Center,false,Sales Representative,West Frisian,pessoa jurídica,ktoynbeefs@infoseek.co.jp,ktoynbeefs@cnet.com,4091.96,622,produto3,Huawei,Huawei MediaPad M3 Lite 10,Red,2017,"Android 7.0, EMUI 5.1",Brass,623084515-6,3886.75,2/15/2021,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,Pontiac,Ruble,Books,Pioneer High Income Trust,4017950861088,n/a,Daily,sim,baixo,marca1,72,true,false,regular,caixa,recusado,7534.01,consórcios,ativa,48
570,Roland Harlow,Roland,Harlow,Male,140-62-3202,34,,Billa,,5987 Hallows Circle,false,Staff Scientist,Lao,pessoa física,rharlowft@cpanel.net,rharlowft@mit.edu,9153.37,408,produto1,BLU,BLU Studio G LTE,Teal,2015,Android 5.1,Brass,691475707-0,6934.22,1/8/2022,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,Mercedes-Benz,Rupiah,Outdoors,"Patterson-UTI Energy, Inc.",3578967250929557,Oil & Gas Production,Never,não,baixo,marca3,23,false,false,grave,inter,pendente,1179.5,empréstimos,desativada,43
