id,nome,marca,modelo,os,device_date,barcode,estoque,preço,preço_mercado,data,credit_card,code,moeda
889,Milzie Montrose,Sony,Sony Ericsson W888,Feature phone,2007,50114-1034,"Hawthorn Bancshares, Inc.",$4.66,$116.77M,7/26/2023,3557985501009057,DOP,Peso
890,Alvan Standage,Yezz,Yezz Andy A3.5EP,Android 4.2,2013,55714-2204,Tupperware Brands Corporation,$5.06,$3.6B,11/5/2021,3557915307971531,CNY,Yuan Renminbi
891,Desiree Stenett,Allview,Allview X4 Soul Infinity N,Android 7.0,2017,47593-473,"CVR Refining, LP",$4.95,$1.39B,2/27/2021,3568679735258039,RUB,Ruble
892,Lindsay Callender,BLU,BLU Samba W,Feature phone,2013,54868-5820,Mallinckrodt plc,$6.25,$4.14B,6/5/2022,5565268531108776,GBP,Pound
893,Kelsey Aizkovitch,Lenovo,Lenovo Yoga Tablet 10 HD+,"Android 4.3, up to 4.4",2014,18860-104,"CapStar Financial Holdings, Inc.",$5.53,$196.97M,8/21/2020,5477869549404425,MAD,Dirham
894,Vally Collisson,Samsung,Samsung U750 Zeal,Feature phone,2010,50021-305,Caesars Acquisition Company,$8.49,$2.72B,11/9/2023,5641829605085667369,PHP,Peso
895,Pammy Sidwick,Wiko,Wiko Pulp Fab,Android 5.1,2015,49999-392,"Midland States Bancorp, Inc.",$6.20,$655.78M,10/7/2020,5596228032404119,RUB,Ruble
896,Hertha Mandeville,Motorola,Motorola DROID RAZR M,"Android 4.0.4, up to 4.4",2012,53217-015,El Paso Corporation,$6.24,n/a,3/22/2024,5602227708322789,BRL,Real
897,Armin Baff,alcatel,alcatel OT-807,Feature phone,2011,55910-946,"The Travelers Companies, Inc.",$8.51,$36.17B,7/24/2023,3575032307087793,CLP,Peso
898,Lock Laurence,ZTE,ZTE nubia Z9 mini,"Android 5.0.2, nubia UI 2.8",2015,50458-178,Ralph Lauren Corporation,$6.05,$5.84B,2/28/2023,5484194779767339,CNY,Yuan Renminbi
899,Jarid Kaesmans,Nokia,Nokia 2720 fold,Feature phone,2009,51672-4110,Arbor Realty Trust,$4.21,n/a,4/1/2021,5602247453402362,IDR,Rupiah
900,Kacy Yearron,alcatel,alcatel OT-252,Feature phone,2010,68788-9018,Stellar Acquisition III Inc.,$0.54,n/a,1/30/2021,4175009343655322,CNY,Yuan Renminbi
901,Alexei Thebeaud,Philips,Philips 550,Feature phone,2004,49348-686,ProPetro Holding Corp.,$6.09,$1.12B,8/9/2023,56022472552045921,PHP,Peso
902,Herbie Bycraft,Micromax,Micromax X360,Feature phone,2009,50436-5022,JMU Limited,$5.97,$178.72M,3/13/2024,3542703424979118,CNY,Yuan Renminbi
903,Ingeborg Rosenbloom,LG,LG Q51,Android 10,2020,45156-5605,"Freeport-McMoran, Inc.",$2.84,$16.52B,9/17/2020,3538864372290480,CNY,Yuan Renminbi
904,King Keer,Motorola,Motorola M3188,Feature phone,1999,37000-068,Air Lease Corporation,$8.24,$3.92B,5/12/2020,5610188373165491,PLN,Zloty
905,Iver Wissby,ZTE,ZTE nubia Z9 Max,"Android 5.0.2, nubia UI 2.8",2015,25373-104,Berkshire Hathaway Inc.,$5.87,n/a,6/10/2021,5516641607602254,EUR,Euro
906,Duane Landa,Tecno,Tecno Pouvoir 4 Pro,"Android 10, HIOS 6.0",2020,51442-531,"CryoPort, Inc.",$5.63,n/a,3/24/2020,201908065626880,PAB,Balboa
907,Polly Elliott,NEC,NEC N100,Feature phone,2004,36987-3348,PowerShares S&P SmallCap Consumer Discretionary Portfolio,$2.95,$61.54M,2/15/2022,374622522596187,NOK,Krone
908,Kiel Gorbell,Honor,Honor 4X,"Android 4.4.2, up to 6, EMUI 3",2014,68462-383,"Catalent, Inc.",$1.21,$4.61B,4/26/2021,3560320882484734,PKR,Rupee
909,Flossie Toyer,ZTE,ZTE Blade V10,"Android 9.0, MiFavor 9.0",2019,49035-281,NetSol Technologies Inc.,$9.56,$45.09M,11/8/2020,5599182850592140,IDR,Rupiah
910,Tabina Honack,Oppo,Oppo A57,"Android 6, ColorOS 3",2016,0338-1075,"Colony NorthStar, Inc.",$1.21,n/a,3/16/2023,3589577424681476,CNY,Yuan Renminbi
911,Culley Milliere,Acer,Acer Liquid Z6,Android 6.0,2016,43861-1066,"TriNet Group, Inc.",$3.34,$2.17B,6/15/2021,56022554636367338,CNY,Yuan Renminbi
912,Theodosia Cramphorn,LG,LG KG290,Feature phone,2008,50556-003,"Pathfinder Bancorp, Inc.",$8.97,$63.94M,5/14/2021,201423826429954,CNY,Yuan Renminbi
913,Mariam Bromidge,HTC,HTC Desire 20 Pro,Android 10,2020,0395-0467,"Donegal Group, Inc.",$5.90,$395.71M,7/29/2021,675918470258977110,CNY,Yuan Renminbi
914,Darla Labrom,Celkon,Celkon C20,Feature phone,2011,49999-318,Kimbell Royalty Partners,$3.97,$273.57M,4/4/2020,3529090675696659,IDR,Rupiah
915,Cheryl Whittington,Nokia,Nokia N76,"Symbian OS 9.2, S60 rel. 3.1",2007,75978-3048,"Boston Private Financial Holdings, Inc.",$8.44,n/a,11/11/2022,3532611225422059,USD,Dollar
916,Rene Hamblin,Oppo,Oppo K3,"Android 9.0, ColorOS 6",2019,75848-0300,iShares MSCI EAFE ESG Optimized ETF,$1.61,$127.9M,11/4/2021,4026410339433073,EUR,Euro
917,Farris Spir,Microsoft,Microsoft Lumia 640 XL LTE,Microsoft Windows Phone 8.1,2015,68788-9508,"PhaseRx, Inc.",$3.33,$12.16M,1/23/2022,3582771367476245,CNY,Yuan Renminbi
918,Chaddy Beston,Gionee,Gionee M6s Plus,"Android 6.0, Amigo 3.5",2017,0378-6040,"Brocade Communications Systems, Inc.",$2.65,$5.18B,11/1/2021,5108759712646943,KZT,Tenge
919,Lin Orrick,BLU,BLU Grand XL LTE,Android 7.0,2017,0023-0312,Appian Corporation,$1.70,$1.07B,10/12/2021,560222545184699311,NGN,Naira
920,Idelle Gouny,Micromax,Micromax X490,Feature phone,2012,55346-0718,Univest Corporation of Pennsylvania,$9.05,$793.18M,2/18/2022,201589430635234,EUR,Euro
921,Redd Greenstreet,alcatel,alcatel One Touch Tab 8 HD,Android 4.1,2013,0093-8344,"Werner Enterprises, Inc.",$7.95,$2.09B,4/4/2021,3562252317363415,PLN,Zloty
922,Mikkel Crommett,Samsung,Samsung Galaxy Tab 4 10.1 LTE,"Android 4.4.2, TouchWiz UX UI",2014,15304-4681,Bank of America Corporation,$9.33,n/a,2/17/2021,5602256038704127,CNY,Yuan Renminbi
923,Benny Stanborough,Haier,Haier M180,Feature phone,2010,13537-123,Trillium Therapeutics Inc.,$0.99,$49M,3/29/2021,30179085673891,CNY,Yuan Renminbi
924,Lian Wabb,LG,LG KG320,Feature phone,2006,37012-384,Entergy Texas Inc,$2.84,n/a,11/21/2022,3549861571664249,ARS,Peso
925,Jannel Collyer,Oppo,Oppo A72,"Android 10, ColorOS 7.1",2020,54973-3093,"The Michaels Companies, Inc.",$0.76,$3.53B,8/13/2022,3544280858064525,CNY,Yuan Renminbi
926,Jonell Orrah,vivo,vivo Y20A,"Android 10, Funtouch 11",2021,13630-0038,Blackrock Municipal 2020 Term Trust,$2.44,$320.35M,5/18/2022,560222984116054651,MAD,Dirham
927,Ailina Balderston,Samsung,Samsung E1207T,Feature phone,2013,50436-7285,"AmTrust Financial Services, Inc.",$6.70,n/a,9/15/2022,670902715479799753,RUB,Ruble
928,Rani Soots,Plum,Plum Link Plus,Android 4.4.2,2014,43063-265,Stryker Corporation,$3.59,$53.16B,3/4/2020,3574848860624743,CNY,Yuan Renminbi
929,Madel Stempe,Asus,Asus Zenfone 2 Laser ZE550KL,"Android 5.0, up to 6.0, ZenUI",2015,37000-655,Geopark Ltd,$6.70,$449.75M,4/29/2021,30320288395862,USD,Dollar
930,Brewster Finkle,Acer,Acer Iconia Tab A3,Android 4.2.2,2013,21695-075,Eaton Vance Municipal Income Trust,$0.91,$308.22M,1/6/2023,5100141077032191,KPW,Won
931,Zorana Lambswood,Motorola,Motorola A1680,Android 1.6,2010,37205-122,"Forest City Realty Trust, Inc.",$7.91,n/a,10/31/2020,201503359572880,RUB,Ruble
932,Osgood Bussetti,Sony,Sony Xperia V,"Android 4.0.4, up to 4.3",2012,46122-219,"Hyster-Yale Materials Handling, Inc.",$0.40,$1.23B,6/25/2020,374622623585253,CNY,Yuan Renminbi
933,Josy Allen,Xiaomi,Xiaomi Redmi Watch,Proprietary OS,2020,0409-3379,TD Ameritrade Holding Corporation,$5.62,$21.48B,10/3/2022,5010129464915143,CNY,Yuan Renminbi
934,Seamus Jude,LG,LG X3,Android 4.0,0,69139-101,"Community Health Systems, Inc.",$8.31,$1.03B,5/4/2020,201706011860136,CNY,Yuan Renminbi
935,Tad Stimpson,LG,LG T510,Feature phone,2011,66854-004,"DXP Enterprises, Inc.",$9.78,$630.7M,2/8/2020,201662634377612,CNY,Yuan Renminbi
936,Tisha Percifull,Gigabyte,Gigabyte GSmart Akta A4,Android 4.4.2,2014,48951-2042,"Templeton Global Income Fund, Inc.",$4.26,$896.08M,11/30/2021,372301456725169,IDR,Rupiah
937,Deirdre Charleston,Oppo,Oppo A31 (2015),Android 4.4,2015,54218-600,"First Midwest Bancorp, Inc.",$6.47,$2.64B,2/7/2023,4175006411345851,XAF,Franc
938,Ara Courage,Vertu,Vertu Constellation 2013,Android 4.2.2,2013,53808-0595,"PRA Group, Inc.",$2.21,$1.67B,9/19/2022,4107132848518341,SEK,Krona
939,Jerome Collings,Eten,Eten glofiish V900,Microsoft Windows Mobile 6.1 Professional,2008,65044-5233,Leju Holdings Limited,$0.29,$346.48M,10/10/2022,201764350023345,USD,Dollar
940,Esra Crippin,T-Mobile,T-Mobile Arizona,Android OS,2011,44567-882,M III Acquisition Corp.,$1.20,n/a,6/30/2022,3529245037574628,TMT,Manat
941,Johnette Jacquemet,Nokia,Nokia 6021,Feature phone,2005,49348-778,"Era Group, Inc.",$4.10,$187.18M,8/14/2023,6334719254550097,PHP,Peso
942,Kenyon Rattry,Sagem,Sagem my411X,Feature phone,2007,53499-5144,CF Corporation,$7.16,$966M,1/23/2022,3551238553919013,TJS,Somoni
943,Eugen Cribbins,Spice,Spice M-5161,Feature phone,2010,0169-5176,Quaker Chemical Corporation,$6.48,$1.92B,11/22/2022,30502308354470,CNY,Yuan Renminbi
944,Eddie O'Cassidy,Plum,Plum Trion,Feature phone,2011,11673-120,"Baldwin & Lyons, Inc.",$5.87,$375.34M,6/18/2022,3565115943605425,KYD,Dollar
945,Rafaellle Deverille,Samsung,Samsung E2550 Monte Slider,Feature phone,2010,50458-625,"Entergy Arkansas, Inc.",$8.74,n/a,4/1/2023,374288137749841,PEN,Sol
946,Chrysler Du Pre,ZTE,ZTE Grand X View 2,Android 7.1.1,2017,64009-333,PowerShares DWA Technology Momenum Portfolio,$2.87,$122.88M,11/10/2023,30329349836608,THB,Baht
947,Brook Barrar,Xiaomi,Xiaomi Redmi Note 4,"Android 6.0, up to 7.0, MIUI 11",2017,68428-093,BlackRock Income Trust Inc. (The),$8.41,$402.84M,4/11/2023,3567518798319851,IDR,Rupiah
948,Cullie Deniskevich,Celkon,Celkon C7 Jumbo,Feature phone,2014,53808-0349,"Micron Technology, Inc.",$5.41,$33.03B,3/6/2024,3565186479294751,XAF,Franc
949,Giffie Splevings,Samsung,Samsung T659 Scarlet,Feature phone,2009,48951-3004,"Assembly Biosciences, Inc.",$0.63,$377.45M,11/15/2021,5602247955278294,EUR,Euro
950,Trudie Mattam,Xiaomi,Xiaomi Mi 9 Pro 5G,"Android 10, MIUI 11",2019,59088-771,Janus Henderson Small/Mid Cap Growth Alpha ETF,$5.70,$12M,4/12/2024,3531235058585781,AFN,Afghani
951,Harper Moodycliffe,Samsung,Samsung E720,Feature phone,2005,64679-765,"Goldman Sachs Group, Inc. (The)",$8.09,n/a,2/23/2023,4903599266125678065,RUB,Ruble
952,Theresina Bartholin,Xiaomi,Xiaomi Redmi Note 9T,"Android 10, MIUI 12",2021,68788-9716,Viper Energy Partners LP,$2.37,$1.59B,2/19/2021,5020360852553988842,PAB,Balboa
953,Carny Godlip,Sony,Sony Xperia 10 III,Android 11,2021,49967-899,Avista Corporation,$6.20,$2.86B,11/6/2021,67618643203413927,EUR,Euro
954,Jesus Gason,Micromax,Micromax Q6,Feature phone,2010,54868-0268,iSectors Post-MPT Growth ETF,$3.07,$11.34M,10/23/2022,5602247502378761,RUB,Ruble
955,Shannah Merrikin,Prestigio,Prestigio MultiPad 7.0 Ultra,Android 4.0,2013,63824-234,"CEVA, Inc.",$1.29,$979.59M,4/4/2021,3555877836783567,GTQ,Quetzal
956,Stuart Luxon,vivo,vivo X9s Plus,"Android 7.1, up to Android 8.0, Funtouch 3.1",2017,33992-1413,"Alaska Air Group, Inc.",$2.94,$10.97B,2/24/2022,4017950595022145,YER,Rial
957,August Leavold,Samsung,Samsung Galaxy Alpha,"Android 4.4.4, up to 5.0.2",2014,52125-787,Rogers Corporation,$0.55,$1.92B,3/7/2021,201901189516095,NGN,Naira
958,Shay Huckett,NIU,NIU C21A,Feature phone,2013,53808-0922,Fabrinet,$2.09,$1.4B,1/9/2021,5010129579391354,EUR,Euro
959,Bud Rabbatts,Samsung,Samsung T339,Feature phone,2008,50436-3922,MGM Growth Properties LLC,$8.59,$1.68B,3/5/2021,3552602937331568,RSD,Dinar
960,Shantee Heys,Meizu,Meizu Pro 6,"Android 6.0, Flyme 8",2016,51257-640,Bank of America Corporation,$2.88,n/a,8/15/2023,3577606344553277,IDR,Rupiah
961,Leticia Yakebowitch,T-Mobile,T-Mobile Sidekick 4G,Android 2.2,2011,53808-0210,"Automatic Data Processing, Inc.",$4.77,$46.3B,1/13/2024,30203253051092,USD,Dollar
962,Adora Fox,BlackBerry,BlackBerry Torch 9800,BlackBerry OS 6.0,2010,24236-364,Oxford Lane Capital Corp.,$3.00,$229.56M,2/19/2021,50183694436899201,CAD,Dollar
963,Elisabetta Cosby,Samsung,Samsung Galaxy J2 Prime,Android 6.0,2016,55910-915,Kemper Corporation,$7.10,n/a,3/25/2022,490570936760150365,IDR,Rupiah
964,Babs Felix,LG,LG KS660,Feature phone,2009,66129-031,"Colony Bankcorp, Inc.",$9.12,$115.2M,12/24/2022,3580360819581794,CAD,Dollar
965,Micky Cains,Bird,Bird S288,Feature phone,2003,54868-1616,RXi Pharmaceuticals Corporation,$8.94,n/a,10/22/2021,5100174383571669,UAH,Hryvnia
966,Corena Bretelle,Huawei,Huawei MatePad T 10s,"Android 10, EMUI 10.1",2020,67405-577,"Interface, Inc.",$9.32,$1.22B,4/30/2020,374283663273845,CNY,Yuan Renminbi
967,Corrine Blackaby,Honor,Honor 7X,"Android 7.0, up to Android 8.0, EMUI 5.1",2017,0135-0230,"XPO Logistics, Inc.",$6.47,$6.87B,3/14/2020,3540855082497916,CNY,Yuan Renminbi
968,Cordy Buffy,Philips,Philips S309,Android 5.1,2015,10163-0202,"Trinity Industries, Inc.",$2.59,$4.07B,11/23/2023,3550814497557035,ARS,Peso
969,Alva Andrejs,Samsung,Samsung X500,Feature phone,2006,58668-0701,Brookfield Real Assets Income Fund Inc.,$1.94,$858.04M,7/29/2021,6333585706809633500,EUR,Euro
970,Kass Atcheson,Innostream,Innostream INNO 36,Feature phone,0,63783-015,"Rollins, Inc.",$4.23,$9.44B,4/14/2020,4017955907148884,EUR,Euro
971,Felicio Lissemore,alcatel,alcatel Tetra,Android 8.1,2018,45963-346,"PB Bancorp, Inc.",$0.64,$81.84M,3/23/2020,5157075904459577,GNF,Franc
972,Chico Greenhall,vivo,vivo Y11 (2019),"Android 9.0, Funtouch 9.1",2019,30142-191,"Beazer Homes USA, Inc.",$1.70,$428.38M,7/28/2021,3556372309728454,THB,Baht
973,Drusie Desesquelle,Karbonn,Karbonn S5 Titanium,Android 4.1,2013,0904-5018,"PetMed Express, Inc.",$1.10,$785.51M,2/4/2023,3571391857043455,CNY,Yuan Renminbi
974,Daisey McCaughan,Panasonic,Panasonic VS6,Feature phone,2005,55111-609,"Lilis Energy, Inc.",$5.46,$267.73M,6/26/2023,3589800235957863,BRL,Real
975,Dennis Copper,LG,LG C710 Aloha,Android 2.1,0,0187-3100,"Bridge Bancorp, Inc.",$0.11,$662.05M,1/15/2020,3544897405262755,YER,Rial
976,Reagen Shercliff,Micromax,Micromax A121 Canvas Elanza 2,Android 4.3,2014,55154-1877,EnteroMedics Inc.,$0.56,$33.43M,6/4/2020,3538046994758579,CAD,Dollar
977,Edeline Judge,Spice,Spice QT-65,Feature phone,2010,64092-020,VelocityShares 3x Long Gold ETN,$5.92,$97.38M,1/29/2021,3577501753262702,ZWL,Dollar
978,Edeline Groome,Maxon,Maxon MX-V30,Feature phone,2004,0904-5657,Nuveen Dow 30SM Dynamic Overwrite Fund,$2.81,$592.88M,11/27/2022,201485833292469,NGN,Naira
979,Ermengarde Mc Gorley,Celkon,Celkon C619,Feature phone,2014,52125-597,Resource Capital Corp.,$0.67,n/a,3/8/2021,5122618521350471,CNY,Yuan Renminbi
980,Scott Twentyman,ZTE,ZTE nubia M2 lite,"Android 6, nubia UI 4",2017,68994-4001,Ivy High Income Opportunities Fund,$4.74,$257.12M,11/3/2020,3535816628617802,CNY,Yuan Renminbi
981,Kinny Phillipps,Huawei,Huawei MediaPad S7-301w,"Android 3.2, up to 4.0",2011,0615-2579,Jensyn Acquistion Corp.,$7.81,$52.88M,2/3/2023,374283633449376,IDR,Rupiah
982,Petey Vashchenko,Panasonic,Panasonic Eluga Pulse X,Android 6.0,2017,70253-519,"Home BancShares, Inc.",$4.81,$3.66B,3/22/2020,3537201888490893,NGN,Naira
983,Genia Guillon,Vodafone,Vodafone 527,Feature phone,2008,0338-0803,"BroadSoft, Inc.",$6.60,$1.28B,9/20/2022,589314044307214032,CDF,Franc
984,Eleanore Brogden,Xiaomi,Xiaomi Mi Watch,Proprietary OS,2020,0615-7730,"Intercept Pharmaceuticals, Inc.",$3.31,$2.96B,4/19/2020,3534190161989684,EUR,Euro
985,Donalt Dust,Samsung,Samsung C5030,Feature phone,0,63187-078,"Natural Grocers by Vitamin Cottage, Inc.",$8.85,$196.12M,2/13/2023,3584225053931128,IDR,Rupiah
986,Yvette Shipway,Micromax,Micromax X225,Feature phone,2008,65121-010,Gol Linhas Aereas Inteligentes S.A.,$8.10,$6.06B,4/6/2022,3537965475561163,PHP,Peso
987,Gena Boar,Samsung,Samsung Galaxy A60,"Android 9.0, up to Android 11, One UI 3.0",2019,68180-103,Vornado Realty Trust,$4.86,n/a,1/27/2023,6761515932207635,BRL,Real
988,Anabelle Chilton,Celkon,Celkon C607,Feature phone,2012,58118-5683,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",$5.58,$1.21B,12/11/2023,633436658486262089,EUR,Euro
989,Rhetta McConnulty,alcatel,alcatel OT-383,Feature phone,2009,37808-923,Avista Corporation,$8.40,$2.86B,5/31/2023,374288932266447,YER,Rial
990,Hortense Ardling,LG,LG KE260,Feature phone,2006,60429-297,ArcelorMittal,$3.24,$20.56B,3/17/2020,3565757940095082,VEF,Bolivar
991,Conrad Deveraux,Philips,Philips 580,Feature phone,0,63323-659,Credit Acceptance Corporation,$6.88,$4.64B,7/15/2023,3548197968907318,NIO,Cordoba
992,Chuck Gummery,ZTE,ZTE Axon 7s,"Android 7, MiFavor 4",2017,48951-3104,"Dicerna Pharmaceuticals, Inc.",$1.66,$124.4M,3/30/2022,3535792305492092,GBP,Pound
993,Ruy Duignan,Amoi,Amoi A10,Feature phone,2007,52125-577,Urstadt Biddle Properties Inc.,$6.40,n/a,4/19/2020,564182466630435798,PLN,Zloty
994,Lurette Enns,Siemens,Siemens SL45,Feature phone,2000,62756-200,Verso Corporation,$3.23,$130.34M,11/29/2020,5602233864470599727,BRL,Real
995,Robbyn Nias,HTC,HTC Desire 620,"Android 4.4.4, Sense UI",2014,68814-489,"Bloomin' Brands, Inc.",$1.45,$2.12B,7/31/2023,6762561559025108478,ZAR,Rand
996,Ahmed Dickerline,LG,LG L70 Dual D325,"Android 4.4.2, LG UI 3",2014,76331-900,"Athersys, Inc.",$9.02,$158.07M,10/4/2020,50388884251869487,NOK,Krone
997,Celinka Blacklawe,NEC,NEC N900iG,Feature phone,2004,21695-417,C&F Financial Corporation,$8.03,$167.21M,7/24/2020,5602235050219925,IDR,Rupiah
998,Derrick Battams,Samsung,Samsung C3590,Feature phone,2013,0032-1708,Videocon d2h Limited,$4.91,$1.05B,6/28/2020,3570288342209751,IDR,Rupiah
999,Jessey Conville,alcatel,alcatel OT-986,Android 4.0,2012,65342-1394,Phibro Animal Health Corporation,$8.12,$1.43B,10/9/2022,30483083139909,PLN,Zloty
1000,Bryant Maken,Motorola,Motorola MOTOTV EX245,Feature phone,2010,64543-111,"Groupon, Inc.",$6.22,$1.81B,3/15/2023,3582140058798491,CNY,Yuan Renminbi
